,days,cumulative_incidence_SRC,cumulative_incidence_TRG,cumulative_incidence_vax
0,2020-09-09,0.0,0.012348498045080394,0.0
1,2020-09-10,0.0,0.012400221552186149,0.0
2,2020-09-11,0.0,0.01231271096989371,0.0
3,2020-09-12,0.0,0.012442718703970335,0.0
4,2020-09-13,0.0,0.012435729040847937,0.0
5,2020-09-14,0.0,0.012415878397580323,0.0
6,2020-09-15,0.0,0.012211221061356472,0.0
7,2020-09-16,0.0,0.012014112561304812,0.0
8,2020-09-17,0.0,0.011804143081107938,0.0
9,2020-09-18,0.0,0.011689233019375692,0.0
10,2020-09-19,0.0,0.011319899219988114,0.0
11,2020-09-20,0.0,0.011017386600050673,0.0
12,2020-09-21,0.0,0.01103835558941787,0.0
13,2020-09-22,0.0,0.0108627752517832,0.0
14,2020-09-23,0.0008560028905661446,0.010672656414853937,0.0
15,2020-09-24,0.001742577312938223,0.010461009415507688,0.0
16,2020-09-25,0.0025218288894768128,0.010354486949522323,0.0
17,2020-09-26,0.0032567065970650175,0.010048898877811024,0.0
18,2020-09-27,0.003778486538647304,0.009857941281307077,0.0
19,2020-09-28,0.00470001828219832,0.00975141881532171,0.0
20,2020-09-29,0.005617293230181419,0.00951824365355847,0.0
21,2020-09-30,0.007402051517383526,0.009415355812396753,0.0
22,2020-10-01,0.00652179958355826,0.009317780115208058,0.0
23,2020-10-02,0.00887539290034839,0.009305757894637532,0.0
24,2020-10-03,0.013074776827011844,0.009150028200270475,0.0
25,2020-10-04,0.01537790073540837,0.008983394631432474,0.0
26,2020-10-05,0.018037784845891566,0.009129059210903276,0.0
27,2020-10-06,0.020628547810096567,0.009109208567635663,0.0
28,2020-10-07,0.02383682958642186,0.009270529992500639,0.0
29,2020-10-08,0.025766004436249833,0.009442755291836557,0.0
30,2020-10-09,0.027911045723065672,0.009772387804688908,0.0
31,2020-10-10,0.029714138481997308,0.009696060683392307,0.0
32,2020-10-11,0.03175001224413567,0.009626723225218107,0.0
33,2020-10-12,0.034531772661482406,0.010652246598536532,0.0
34,2020-10-13,0.03748807311619037,0.010945532863152408,0.0
35,2020-10-14,0.05592970465931844,0.01163806868531973,0.0
36,2020-10-15,0.07039028732513798,0.012277483067756818,0.0
37,2020-10-16,0.08538070734900272,0.013051658155193763,0.0
38,2020-10-17,0.10010543153809967,0.012994622504114985,0.0
39,2020-10-18,0.11482686424404051,0.012961351707652365,0.0
40,2020-10-19,0.1339830219223063,0.015346783938064797,0.0
41,2020-10-20,0.15816810871266157,0.0161240344772756,0.0
42,2020-10-21,0.19442598999925784,0.017637995509587286,0.0
43,2020-10-22,0.22877535963583945,0.01904683200853809,0.0
44,2020-10-23,0.2683356956890607,0.020854918065040338,0.0
45,2020-10-24,0.30176308432158233,0.02082612065297606,0.0
46,2020-10-25,0.3376181246419065,0.020798162000486457,0.0
47,2020-10-26,0.37691989640719814,0.025634170121612086,0.0
48,2020-10-27,0.41895487921328406,0.027247384370261845,0.0
49,2020-10-28,0.5208100083391163,0.029623031072302918,0.0
50,2020-10-29,0.6133086394432828,0.03221591650418816,0.0
51,2020-10-30,0.6977766916571679,0.03476546602471453,0.0
52,2020-10-31,0.7878487682345839,0.03474421744882244,0.0
53,2020-11-01,0.33554248287948946,0.03473638902612535,0.0
54,2020-11-02,0.36395672989037775,0.04085234425822474,0.0
55,2020-11-03,0.40061756559412104,0.04254663859909432,0.0
56,2020-11-04,0.4583792508999109,0.045340267155854874,0.0
57,2020-11-05,0.5090353439873176,0.04815961767290586,0.0
58,2020-11-06,0.5649339384050953,0.05077514961330768,0.0
59,2020-11-07,0.606653549603637,0.050764245738836734,0.0
60,2020-11-08,0.6528566436562419,0.05075418062394048,0.0
61,2020-11-09,0.695607874527046,0.05558431742804329,0.0
62,2020-11-10,0.7441392239444459,0.05724226552067641,0.0
63,2020-11-11,0.8498644438651938,0.059540187168796395,0.0
64,2020-11-12,0.9092558327901656,0.06145982824873214,0.0
65,2020-11-13,0.9646358802683225,0.06333976804213266,0.0
66,2020-11-14,1.0174664500172543,0.06333697217688371,0.0
67,2020-11-15,1.0546331310692598,0.06333110085986089,0.0
